Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,,Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,,Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:30,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,07:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,07:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,07:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,07:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,08:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,08:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:30,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,08:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,08:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,09:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,09:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Other,5,10.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,
10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Travel,,0,,10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,10:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Other,5,10.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,
10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,,10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,10:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Other,5,10.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,
11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,,11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,11:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Other,5,10.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,
11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,,11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,11:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Travel,,10.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,
12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,,12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,12:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,,12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,12:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,,13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,13:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,,13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,13:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Day Trip,3,13.2,,14:00,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Home ,0,0,,Home ,0,0,,14:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
14:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Travel,,13.2,,14:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,0,,14:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
15:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,26.4,,15:00,Home ,0,23.6,,Home ,0,23.6,,Travel,,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,0,,15:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
15:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,26.4,,15:30,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,0,,15:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
16:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,26.4,,16:00,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,0,,16:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
16:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,26.4,,16:30,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,0,,16:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
17:00,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Home ,0,0,,Home ,0,26.4,,17:00,Home ,0,23.6,,Home ,0,23.6,,Shopping,4,31,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Travel,,0,,17:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
17:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,17:30,Home ,0,23.6,,Home ,0,23.6,,Travel,,31,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Other,5,10.4,,17:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
18:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,18:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Other,5,10.4,,18:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
18:30,Home ,0,23.6,,Home ,0,23.6,,Travel,,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,18:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Travel,,0,,Other,5,10.4,,18:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
19:00,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Travel,,23.6,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,19:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Other,5,10.4,,Other,5,10.4,,19:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,
19:30,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Other,5,34,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,19:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Other,5,10.4,,Travel,,10.4,,19:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Travel,,0,
20:00,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Other,5,34,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,20:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Other,5,10.4,,Home ,0,20.8,,20:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Other,5,10.4,
20:30,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Other,5,34,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,20:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Other,5,10.4,,Home ,0,20.8,,20:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Other,5,10.4,
21:00,Home ,0,23.6,,Home ,0,23.6,,Travel,,34,,Other,5,34,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,21:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Travel,,10.4,,Home ,0,20.8,,21:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Other,5,10.4,
21:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Travel,,34,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,21:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,20.8,,21:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Other,5,10.4,
22:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,22:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,20.8,,22:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Travel,,10.4,
22:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,22:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,20.8,,22:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,
23:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,23:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,20.8,,23:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,
23:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,0,,Home ,0,26.4,,23:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,38.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,20.8,,Home ,0,20.8,,23:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,,Home ,0,0,,Home ,0,0,,Home ,0,20.8,
