Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,,Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,04:30,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:00,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:30,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:00,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:30,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
07:00,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,07:00,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
07:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,07:30,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
08:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,08:00,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,,Home,0,0,
08:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,08:30,Travel (Education),2,0,,Travel (Education),2,0,,Travel (Education),2,0,,Travel (Education),2,0,,Travel (Education),2,0,,Home,0,0,,Home,0,0,
09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,09:00,Travel,,5.6,,Travel (Education),2,5.6,,Travel (Education),2,5.6,,Travel (Education),2,5.6,,Travel (Education),2,5.6,,Home,0,0,,Home,0,0,
09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,09:30,Shopping,4,13,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,0,,Home,0,0,
10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,10:00,Shopping,4,13,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,0,,Home,0,0,
10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,10:30,Shopping,4,13,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Home,0,0,,Home,0,0,
11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,11:00,Shopping,4,13,,Home,0,11.2,,Home,0,11.2,,Home,0,11.2,,Travel,,11.2,,Home,0,0,,Home,0,0,
11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,11:30,Travel,,13,,Home,0,11.2,,Travel,,11.2,,Home,0,11.2,,Shopping,4,18.6,,Home,0,0,,Home,0,0,
12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,12:00,Home ,0,20.4,,Home,0,11.2,,Other,5,21.6,,Home,0,11.2,,Shopping,4,18.6,,Home,0,0,,Home,0,0,
12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,12:30,Home ,0,20.4,,Home,0,11.2,,Other,5,21.6,,Home,0,11.2,,Shopping,4,18.6,,Home,0,0,,Travel,,0,
13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,13:00,Home ,0,20.4,,Home,0,11.2,,Other,5,21.6,,Home,0,11.2,,Shopping,4,18.6,,Home,0,0,,Shopping,4,7.4,
13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,13:30,Home ,0,20.4,,Home,0,11.2,,Other,5,21.6,,Home,0,11.2,,Travel,,18.6,,Home,0,0,,Shopping,4,7.4,
14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,14:00,Home ,0,20.4,,Home,0,11.2,,Travel,,21.6,,Home,0,11.2,,Home,0,26,,Home,0,0,,Shopping,4,7.4,
14:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,0,,Home ,0,0,,14:30,Home ,0,20.4,,Home,0,11.2,,Home,0,32,,Home,0,11.2,,Home,0,26,,Home,0,0,,Shopping,4,7.4,
15:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,0,,15:00,Travel (Education),2,20.4,,Travel (Education),2,11.2,,Travel (Education),2,32,,Travel (Education),2,11.2,,Travel (Education),2,26,,Home,0,0,,Travel,,7.4,
15:30,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Day Trip,3,13.2,,Home ,0,0,,15:30,Travel (Education),2,26,,Travel (Education),2,16.8,,Travel (Education),2,37.6,,Travel (Education),2,16.8,,Travel (Education),2,31.6,,Home,0,0,,Home,0,14.8,
16:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Day Trip,3,13.2,,Home ,0,0,,16:00,Home,0,31.6,,Home,0,22.4,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
16:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Day Trip,3,13.2,,Home ,0,0,,16:30,Home,0,31.6,,Travel,,22.4,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
17:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Day Trip,3,13.2,,Home ,0,0,,17:00,Home,0,31.6,,Other,5,32.8,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
17:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Day Trip,3,13.2,,Home ,0,0,,17:30,Home,0,31.6,,Other,5,32.8,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
18:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Day Trip,3,13.2,,Home ,0,0,,18:00,Home,0,31.6,,Other,5,32.8,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
18:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Day Trip,3,13.2,,Home ,0,0,,18:30,Home,0,31.6,,Other,5,32.8,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
19:00,Home ,0,23.6,,Home ,0,23.6,,Travel,,23.6,,Home ,0,23.6,,Home ,0,23.6,,Travel,,13.2,,Home ,0,0,,19:00,Home,0,31.6,,Travel,,32.8,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
19:30,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Other,5,23.6,,Home ,0,0,,19:30,Home,0,31.6,,Shopping,4,40.2,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
20:00,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Other,5,23.6,,Home ,0,0,,20:00,Home,0,31.6,,Shopping,4,40.2,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
20:30,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Other,5,23.6,,Home ,0,0,,20:30,Home,0,31.6,,Shopping,4,40.2,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
21:00,Home ,0,23.6,,Home ,0,23.6,,Other,5,34,,Home ,0,23.6,,Home ,0,23.6,,Other,5,23.6,,Home ,0,0,,21:00,Home,0,31.6,,Shopping,4,40.2,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
21:30,Home ,0,23.6,,Home ,0,23.6,,Travel,,34,,Home ,0,23.6,,Home ,0,23.6,,Travel,,23.6,,Home ,0,0,,21:30,Home,0,31.6,,Travel,,40.2,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
22:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,34,,Home ,0,0,,22:00,Home,0,31.6,,Home ,0,47.6,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
22:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,34,,Home ,0,0,,22:30,Home,0,31.6,,Home ,0,47.6,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
23:00,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,34,,Home ,0,0,,23:00,Home,0,31.6,,Home ,0,47.6,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
23:30,Home ,0,23.6,,Home ,0,23.6,,Home ,0,44.4,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,34,,Home ,0,0,,23:30,Home,0,31.6,,Home ,0,47.6,,Home,0,43.2,,Home,0,22.4,,Home,0,37.2,,Home,0,0,,Home,0,14.8,
