Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,,Time,Monday,,,,Tuesday,,,,Wednesday,,,,Thursday,,,,Friday,,,,Saturday,,,,Sunday,,,
04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,04:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,05:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,06:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,07:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
07:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,07:30,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,08:00,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
08:30,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,08:30,Home ,0,0,,Travel,,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
09:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,0,,Home ,0,0,,09:00,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
09:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,0,,Home ,0,0,,09:30,Home ,0,0,,Shopping,4,7.4,,Travel,,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
10:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,0,,10:00,Home ,0,0,,Shopping,4,7.4,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
10:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,0,,10:30,Home ,0,0,,Shopping,4,7.4,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
11:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Home ,0,0,,11:00,Home ,0,0,,Travel,,7.4,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
11:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Travel,,0,,11:30,Home ,0,0,,Home ,0,14.8,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
12:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Other,5,10.4,,12:00,Home ,0,0,,Home ,0,14.8,,Travel,,7.4,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
12:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Other,5,10.4,,12:30,Home ,0,0,,Home ,0,14.8,,Home ,0,14.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
13:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Other,5,10.4,,13:00,Home ,0,0,,Home ,0,14.8,,Home ,0,14.8,,Home ,0,0,,Home ,0,0,,Home ,0,0,,Home ,0,0,
13:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Day Trip,3,13.2,,Other,5,10.4,,13:30,Home ,0,0,,Home ,0,14.8,,Travel,,14.8,,Home ,0,0,,Travel,,0,,Home ,0,0,,Home ,0,0,
14:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Travel,,13.2,,Travel,,10.4,,14:00,Home ,0,0,,Home ,0,14.8,,Other,5,25.2,,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,
14:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,26.4,,Home ,0,20.8,,14:30,Home ,0,0,,Home ,0,14.8,,Other,5,25.2,,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,
15:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,26.4,,Home ,0,20.8,,15:00,Home ,0,0,,Home ,0,14.8,,Other,5,25.2,,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,
15:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,26.4,,Home ,0,20.8,,15:30,Home ,0,0,,Home ,0,14.8,,Other,5,25.2,,Home ,0,0,,Shopping,4,7.4,,Home ,0,0,,Home ,0,0,
16:00,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,26.4,,Home ,0,20.8,,16:00,Home ,0,0,,Home ,0,14.8,,Travel,,25.2,,Home ,0,0,,Travel,,7.4,,Home ,0,0,,Home ,0,0,
16:30,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Work,1,11.8,,Home ,0,26.4,,Home ,0,20.8,,16:30,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Home ,0,0,
17:00,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Travel,,11.8,,Home ,0,26.4,,Home ,0,20.8,,17:00,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Home ,0,0,
17:30,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,17:30,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Home ,0,0,
18:00,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,18:00,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Home ,0,0,
18:30,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,18:30,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Home ,0,0,
19:00,Home ,0,23.6,,Other,5,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,19:00,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,0,,Home ,0,0,
19:30,Home ,0,23.6,,Travel,,22.2,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,19:30,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Travel,,0,,Home ,0,0,
20:00,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,20:00,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Other,5,10.4,,Home ,0,0,
20:30,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,20:30,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Other,5,10.4,,Home ,0,0,
21:00,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,21:00,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Other,5,10.4,,Home ,0,0,
21:30,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,21:30,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Other,5,10.4,,Home ,0,0,
22:00,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,22:00,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Travel,,10.4,,Home ,0,0,
22:30,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,22:30,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,20.8,,Home ,0,0,
23:00,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,23:00,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,20.8,,Home ,0,0,
23:30,Home ,0,23.6,,Home ,0,32.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,23.6,,Home ,0,26.4,,Home ,0,20.8,,23:30,Home ,0,0,,Home ,0,14.8,,Home ,0,35.6,,Home ,0,0,,Home ,0,14.8,,Home ,0,20.8,,Home ,0,0,
